_id,sku_id,sku_name,department,category,subcategory,brand,usual_monthly_sales,current_stock,safety_stock,reorder_point,warehouse,lead_time_days,unit,unit_price,currency,is_active
OID00000332,SKU00332,Colgate Hand Wash Premium,Personal Care,Bath & Body,Personal Care,Colgate,2562,4252,906,1031,WH-MUM-S05,9,piece,459,INR,True
OID00000333,SKU00333,Amul Cream 200g,Dairy,Milk,Fresh Milk,Amul,5116,5968,1875,2180,WH-MUM-S05,2,packet,322,INR,True
OID00000334,SKU00334,Parle Mixture 1L,Snacks,Chips,Packaged Snacks,Parle,3437,5074,1309,2580,WH-CBE-S01,3,packet,151,INR,True
OID00000335,SKU00335,Vim Air Freshener 250ml,Home Care,Cleaning,Household,Vim,5982,6529,1976,2886,WH-BLR-S02,1,bottle,546,INR,True
OID00000336,SKU00336,Lays Cookies 1L,Snacks,Chips,Packaged Snacks,Lays,6996,4743,2859,3595,WH-CBE-S01,4,packet,78,INR,True
OID00000337,SKU00337,24 Mantra Urad Dal 1kg,Pulses,Dal,Staples,24 Mantra,6270,3877,2090,3512,WH-CHE-S04,4,kg,164,INR,True
OID00000338,SKU00338,Mamaearth Hand Wash 2kg,Personal Care,Bath & Body,Personal Care,Mamaearth,760,961,268,693,WH-MUM-S05,7,piece,168,INR,True
OID00000339,SKU00339,Closeup Bath Soap 100g,Personal Care,Bath & Body,Personal Care,Closeup,1723,4436,497,1008,WH-BLR-S02,1,piece,497,INR,True
OID00000340,SKU00340,Bingo Mixture 200g,Snacks,Chips,Packaged Snacks,Bingo,3317,4134,1375,2509,WH-CBE-S01,4,packet,200,INR,True
OID00000341,SKU00341,Aashirvaad Chana Dal 2kg,Pulses,Dal,Staples,Aashirvaad,5107,3313,1839,2644,WH-CBE-S01,5,kg,67,INR,True
OID00000342,SKU00342,Amul Butter 500ml,Dairy,Milk,Fresh Milk,Amul,5603,3278,1653,2176,WH-MUM-S05,1,packet,39,INR,True
OID00000343,SKU00343,Amul Cream 2kg,Dairy,Milk,Fresh Milk,Amul,6860,4833,1726,2342,WH-HYD-S03,7,packet,415,INR,True
OID00000344,SKU00344,24 Mantra Moong Dal Premium,Pulses,Dal,Staples,24 Mantra,4123,5821,1279,2445,WH-CHE-S04,10,kg,86,INR,False
OID00000345,SKU00345,Balaji Protein Bar 200g,Snacks,Chips,Packaged Snacks,Balaji,5289,3915,1621,1942,WH-HYD-S03,5,packet,337,INR,True
OID00000346,SKU00346,Paper Boat Fruit Juice 100g,Beverages,Soft Drinks,Cold Beverages,Paper Boat,1843,4793,516,1108,WH-MUM-S05,7,bottle,358,INR,True
OID00000347,SKU00347,Aavin Buttermilk 500ml,Dairy,Milk,Fresh Milk,Aavin,2721,3435,821,1778,WH-CBE-S01,10,packet,615,INR,True
OID00000348,SKU00348,Bingo Namkeen Family Pack,Snacks,Chips,Packaged Snacks,Bingo,5529,5193,2250,3725,WH-HYD-S03,3,packet,346,INR,True
OID00000349,SKU00349,Heritage Curd Family Pack,Dairy,Milk,Fresh Milk,Heritage,4156,4744,1145,1774,WH-BLR-S02,6,packet,121,INR,True
OID00000350,SKU00350,Harvest Rusk 2kg,Bakery,Bread,Bakery,Harvest,3744,3826,1526,2304,WH-MUM-S05,5,packet,262,INR,True
OID00000351,SKU00351,Aashirvaad Masoor Dal 1kg,Pulses,Dal,Staples,Aashirvaad,5053,4396,2217,2462,WH-MUM-S05,2,kg,234,INR,True
OID00000352,SKU00352,Nescafe Cola 500ml,Beverages,Soft Drinks,Cold Beverages,Nescafe,1535,2338,425,935,WH-MUM-S05,8,bottle,93,INR,True
OID00000353,SKU00353,Aavin Buttermilk 100g,Dairy,Milk,Fresh Milk,Aavin,3024,2882,1137,1599,WH-CBE-S01,8,packet,310,INR,True
OID00000354,SKU00354,Amul Buttermilk Premium,Dairy,Milk,Fresh Milk,Amul,6732,3521,2711,2991,WH-CHE-S04,7,packet,443,INR,True
OID00000355,SKU00355,24 Mantra Toor Dal 100g,Pulses,Dal,Staples,24 Mantra,609,4972,217,1081,WH-HYD-S03,9,kg,108,INR,False
OID00000356,SKU00356,Nature Fresh Mango 500g,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,2153,2919,836,1641,WH-CBE-S01,7,kg,297,INR,True
OID00000357,SKU00357,Aavin Milk Family Pack,Dairy,Milk,Fresh Milk,Aavin,2742,5219,1205,2238,WH-MUM-S05,9,packet,375,INR,True
OID00000358,SKU00358,Heritage Buttermilk 500ml,Dairy,Milk,Fresh Milk,Heritage,3242,5616,1296,1733,WH-CBE-S01,4,packet,259,INR,True
OID00000359,SKU00359,Amul Milk 100g,Dairy,Milk,Fresh Milk,Amul,5130,3653,1800,2152,WH-CHE-S04,5,packet,577,INR,True
OID00000360,SKU00360,Lizol Air Freshener 200g,Home Care,Cleaning,Household,Lizol,1185,788,451,591,WH-CHE-S04,8,bottle,449,INR,True
OID00000361,SKU00361,Tata Tea Lemon Soda 2kg,Beverages,Soft Drinks,Cold Beverages,Tata Tea,1983,2199,771,2161,WH-CHE-S04,2,bottle,359,INR,True
OID00000362,SKU00362,Vim Air Freshener Premium,Home Care,Cleaning,Household,Vim,1423,2883,474,788,WH-CBE-S01,5,bottle,176,INR,True
OID00000363,SKU00363,Aashirvaad Masoor Dal 1kg,Pulses,Dal,Staples,Aashirvaad,1936,5941,785,1956,WH-HYD-S03,7,kg,135,INR,True
OID00000364,SKU00364,Colgate Toothpaste 100g,Personal Care,Bath & Body,Personal Care,Colgate,5937,4329,2592,3369,WH-CBE-S01,2,piece,143,INR,True
OID00000365,SKU00365,Aashirvaad Toor Dal 2kg,Pulses,Dal,Staples,Aashirvaad,6685,6367,2355,2662,WH-BLR-S02,8,kg,135,INR,True
OID00000366,SKU00366,Fresh Farm Orange 250ml,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,623,4381,261,1098,WH-CHE-S04,2,kg,88,INR,True
OID00000367,SKU00367,Fresh Farm Orange 1L,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,5734,4412,2175,2948,WH-MUM-S05,5,kg,87,INR,True
OID00000368,SKU00368,Bingo Banana Chips 500ml,Snacks,Chips,Packaged Snacks,Bingo,3583,3329,1182,2216,WH-CHE-S04,7,packet,342,INR,True
OID00000369,SKU00369,Aavin Paneer 500ml,Dairy,Milk,Fresh Milk,Aavin,6003,3222,2372,2798,WH-MUM-S05,8,packet,612,INR,True
OID00000370,SKU00370,Milky Mist Yogurt 1L,Dairy,Milk,Fresh Milk,Milky Mist,5308,3702,1357,1724,WH-CBE-S01,7,packet,481,INR,False
OID00000371,SKU00371,Bru Cola Premium,Beverages,Soft Drinks,Cold Beverages,Bru,6071,6889,2572,3746,WH-MUM-S05,4,bottle,362,INR,True
OID00000372,SKU00372,Closeup Shampoo 250ml,Personal Care,Bath & Body,Personal Care,Closeup,3845,4052,1470,2079,WH-CHE-S04,3,piece,601,INR,True
OID00000373,SKU00373,Lizol Floor Cleaner 1L,Home Care,Cleaning,Household,Lizol,5570,7044,2433,3568,WH-CHE-S04,3,bottle,136,INR,True
OID00000374,SKU00374,Bingo Cookies 500ml,Snacks,Chips,Packaged Snacks,Bingo,2578,3480,670,1226,WH-CHE-S04,4,packet,50,INR,True
OID00000375,SKU00375,Ariel Floor Cleaner 100g,Home Care,Cleaning,Household,Ariel,4383,3867,1487,1830,WH-CBE-S01,7,bottle,482,INR,False
OID00000376,SKU00376,Dove Shampoo 2kg,Personal Care,Bath & Body,Personal Care,Dove,6786,6494,2516,3883,WH-MUM-S05,9,piece,241,INR,True
OID00000377,SKU00377,24 Mantra Urad Dal Family Pack,Pulses,Dal,Staples,24 Mantra,744,2696,307,1337,WH-MUM-S05,10,kg,181,INR,True
OID00000378,SKU00378,Parle Banana Chips 250ml,Snacks,Chips,Packaged Snacks,Parle,1098,1003,441,995,WH-HYD-S03,5,packet,290,INR,True
OID00000379,SKU00379,Fresh Farm Onion 2kg,Fresh Produce,Vegetables,Vegetables,Fresh Farm,4333,2580,1204,2142,WH-MUM-S05,4,kg,68,INR,True
OID00000380,SKU00380,India Gate Idli Rice 500ml,Rice & Staples,Rice,Staples,India Gate,6701,3163,1930,2722,WH-CBE-S01,10,kg,76,INR,True
OID00000381,SKU00381,24 Mantra Masoor Dal Family Pack,Pulses,Dal,Staples,24 Mantra,4430,2364,1226,2347,WH-CBE-S01,9,kg,170,INR,True
OID00000382,SKU00382,Organic Tattva Moong Dal 500ml,Pulses,Dal,Staples,Organic Tattva,5967,2968,2182,2544,WH-MUM-S05,10,kg,142,INR,True
OID00000383,SKU00383,Daawat Jeera Rice 250ml,Rice & Staples,Rice,Staples,Daawat,5973,4692,2403,3063,WH-HYD-S03,8,kg,79,INR,True
OID00000384,SKU00384,Vim Dishwash Liquid Family Pack,Home Care,Cleaning,Household,Vim,6046,5830,2173,2915,WH-BLR-S02,4,bottle,274,INR,True
OID00000385,SKU00385,Bru Lemon Soda Family Pack,Beverages,Soft Drinks,Cold Beverages,Bru,6119,4852,2325,2789,WH-HYD-S03,2,bottle,409,INR,True
OID00000386,SKU00386,Organic Tattva Masoor Dal Family Pack,Pulses,Dal,Staples,Organic Tattva,5765,6803,2260,3740,WH-HYD-S03,7,kg,63,INR,True
OID00000387,SKU00387,FarmPick Orange 500g,Fresh Produce,Fruits,Fresh Fruits,FarmPick,734,1883,281,790,WH-HYD-S03,5,kg,114,INR,True
OID00000388,SKU00388,Real Tea Powder Premium,Beverages,Soft Drinks,Cold Beverages,Real,564,1626,181,1207,WH-MUM-S05,4,bottle,400,INR,True
OID00000389,SKU00389,India Gate Jeera Rice 100g,Rice & Staples,Rice,Staples,India Gate,6725,6279,2752,3441,WH-CHE-S04,7,kg,151,INR,True
OID00000390,SKU00390,Balaji Potato Chips 1L,Snacks,Chips,Packaged Snacks,Balaji,406,3217,161,676,WH-BLR-S02,6,packet,311,INR,True
OID00000391,SKU00391,Harpic Air Freshener 200g,Home Care,Cleaning,Household,Harpic,1885,3841,582,1045,WH-BLR-S02,3,bottle,586,INR,True
OID00000392,SKU00392,FarmPick Grapes 2kg,Fresh Produce,Fruits,Fresh Fruits,FarmPick,4859,4292,1471,1900,WH-CBE-S01,6,kg,278,INR,True
OID00000393,SKU00393,Aavin Paneer 2kg,Dairy,Milk,Fresh Milk,Aavin,2942,4987,1086,2466,WH-CHE-S04,10,packet,593,INR,True
OID00000394,SKU00394,Balaji Murukku 500ml,Snacks,Chips,Packaged Snacks,Balaji,1806,2425,639,1773,WH-MUM-S05,9,packet,216,INR,True
OID00000395,SKU00395,Britannia Cake Premium,Bakery,Bread,Bakery,Britannia,3012,5409,970,1517,WH-MUM-S05,8,packet,29,INR,True
OID00000396,SKU00396,Parle Murukku 100g,Snacks,Chips,Packaged Snacks,Parle,5561,4442,2072,3444,WH-HYD-S03,7,packet,68,INR,True
OID00000397,SKU00397,Himalaya Body Lotion Family Pack,Personal Care,Bath & Body,Personal Care,Himalaya,502,3189,216,1083,WH-CHE-S04,8,piece,74,INR,True
OID00000398,SKU00398,Modern White Bread 100g,Bakery,Bread,Bakery,Modern,1086,3692,307,1508,WH-CBE-S01,4,packet,134,INR,True
OID00000399,SKU00399,India Gate Ponni Rice 200g,Rice & Staples,Rice,Staples,India Gate,4705,5595,1956,2947,WH-BLR-S02,1,kg,162,INR,True
OID00000400,SKU00400,Fresh Farm Banana 200g,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,744,3112,212,827,WH-MUM-S05,4,kg,172,INR,True
OID00000401,SKU00401,Organic Tattva Chana Dal 200g,Pulses,Dal,Staples,Organic Tattva,3847,4859,1205,2102,WH-MUM-S05,1,kg,224,INR,True
OID00000402,SKU00402,FarmPick Spinach Family Pack,Fresh Produce,Vegetables,Vegetables,FarmPick,672,1975,262,510,WH-CBE-S01,5,kg,97,INR,True
OID00000403,SKU00403,Tata Tea Coffee 500g,Beverages,Soft Drinks,Cold Beverages,Tata Tea,3536,3569,1465,1628,WH-MUM-S05,4,bottle,89,INR,True
OID00000404,SKU00404,Pears Face Wash 100g,Personal Care,Bath & Body,Personal Care,Pears,2741,4010,1056,2482,WH-MUM-S05,9,piece,174,INR,True
OID00000405,SKU00405,Nature Fresh Kiwi 1kg,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,3528,2783,1261,1535,WH-HYD-S03,4,kg,251,INR,True
OID00000406,SKU00406,Lux Face Wash 200g,Personal Care,Bath & Body,Personal Care,Lux,1807,1943,531,1148,WH-BLR-S02,10,piece,85,INR,True
OID00000407,SKU00407,Colgate Shampoo 1kg,Personal Care,Bath & Body,Personal Care,Colgate,2681,2045,1030,1643,WH-MUM-S05,8,piece,368,INR,True
OID00000408,SKU00408,Britannia Rusk 1L,Bakery,Bread,Bakery,Britannia,5375,3215,1418,1914,WH-CHE-S04,6,packet,181,INR,True
OID00000409,SKU00409,Heritage Yogurt 1kg,Dairy,Milk,Fresh Milk,Heritage,3808,2829,1080,1821,WH-CHE-S04,5,packet,398,INR,True
OID00000410,SKU00410,Parle Popcorn Family Pack,Snacks,Chips,Packaged Snacks,Parle,3948,3989,1270,1995,WH-CBE-S01,3,packet,340,INR,True
OID00000411,SKU00411,Sprite Tea Powder 200g,Beverages,Soft Drinks,Cold Beverages,Sprite,1909,2273,577,1960,WH-CBE-S01,9,bottle,343,INR,False
OID00000412,SKU00412,Vim Detergent 2kg,Home Care,Cleaning,Household,Vim,6601,4863,2429,2604,WH-MUM-S05,9,bottle,543,INR,True
OID00000413,SKU00413,Heritage Ghee 2kg,Dairy,Milk,Fresh Milk,Heritage,2129,5221,911,2218,WH-BLR-S02,8,packet,543,INR,True
OID00000414,SKU00414,Daawat Jeera Rice 500g,Rice & Staples,Rice,Staples,Daawat,386,4306,147,1504,WH-MUM-S05,3,kg,159,INR,True
OID00000415,SKU00415,Vim Air Freshener 250ml,Home Care,Cleaning,Household,Vim,1497,5530,594,1684,WH-CBE-S01,4,bottle,559,INR,True
OID00000416,SKU00416,Bru Energy Drink 250ml,Beverages,Soft Drinks,Cold Beverages,Bru,650,5127,249,1409,WH-CHE-S04,8,bottle,252,INR,True
OID00000417,SKU00417,Nature Fresh Pomegranate 2kg,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,1145,4209,447,1614,WH-HYD-S03,10,kg,318,INR,True
OID00000418,SKU00418,Aashirvaad Idli Rice 2kg,Rice & Staples,Rice,Staples,Aashirvaad,3292,3584,1209,1468,WH-CHE-S04,4,kg,177,INR,True
OID00000419,SKU00419,Parle Popcorn 500g,Snacks,Chips,Packaged Snacks,Parle,5249,3504,1319,1703,WH-BLR-S02,2,packet,273,INR,True
OID00000420,SKU00420,Britannia Buns 1kg,Bakery,Bread,Bakery,Britannia,1589,3561,512,854,WH-CHE-S04,6,packet,83,INR,True
OID00000421,SKU00421,24 Mantra Moong Dal 1kg,Pulses,Dal,Staples,24 Mantra,5139,2482,1450,2391,WH-CBE-S01,3,kg,206,INR,True
OID00000422,SKU00422,Aavin Cream 500g,Dairy,Milk,Fresh Milk,Aavin,1503,4798,392,1020,WH-MUM-S05,7,packet,643,INR,True
OID00000423,SKU00423,Nature Fresh Grapes 1L,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,1002,3565,293,1635,WH-BLR-S02,4,kg,250,INR,True
OID00000424,SKU00424,Harpic Fabric Conditioner 250ml,Home Care,Cleaning,Household,Harpic,5703,5417,2008,2451,WH-CHE-S04,10,bottle,664,INR,True
OID00000425,SKU00425,Daawat Ponni Rice Family Pack,Rice & Staples,Rice,Staples,Daawat,1189,4991,301,1471,WH-CHE-S04,3,kg,200,INR,True
OID00000426,SKU00426,Organic Tattva Masoor Dal 200g,Pulses,Dal,Staples,Organic Tattva,619,3512,263,1451,WH-CBE-S01,8,kg,228,INR,True
OID00000427,SKU00427,Vim Floor Cleaner 500ml,Home Care,Cleaning,Household,Vim,6647,5684,2563,3546,WH-HYD-S03,1,bottle,602,INR,True
OID00000428,SKU00428,24 Mantra Urad Dal 500ml,Pulses,Dal,Staples,24 Mantra,5125,3784,2105,3384,WH-BLR-S02,5,kg,182,INR,True
OID00000429,SKU00429,Green Basket Spinach 100g,Fresh Produce,Vegetables,Vegetables,Green Basket,4754,2086,1577,2064,WH-MUM-S05,9,kg,50,INR,True
OID00000430,SKU00430,Aashirvaad Ponni Rice 200g,Rice & Staples,Rice,Staples,Aashirvaad,5934,4858,2438,3375,WH-BLR-S02,7,kg,211,INR,True
OID00000431,SKU00431,Nescafe Mango Drink 1kg,Beverages,Soft Drinks,Cold Beverages,Nescafe,3295,4346,1226,2719,WH-CHE-S04,9,bottle,421,INR,True
OID00000432,SKU00432,Heritage Lassi 250ml,Dairy,Milk,Fresh Milk,Heritage,4845,4774,1680,2408,WH-CHE-S04,3,packet,151,INR,True
OID00000433,SKU00433,Organic Tattva Moong Dal 250ml,Pulses,Dal,Staples,Organic Tattva,1121,4467,328,1248,WH-MUM-S05,10,kg,238,INR,True
OID00000434,SKU00434,Fresh Farm Papaya 500g,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,5509,5041,1383,1669,WH-CHE-S04,10,kg,262,INR,True
OID00000435,SKU00435,Real Iced Tea 500ml,Beverages,Soft Drinks,Cold Beverages,Real,955,5054,355,1242,WH-MUM-S05,9,bottle,166,INR,True
OID00000436,SKU00436,Lizol Toilet Cleaner Family Pack,Home Care,Cleaning,Household,Lizol,5545,2881,1934,2055,WH-HYD-S03,4,bottle,94,INR,True
OID00000437,SKU00437,Closeup Toothpaste 1kg,Personal Care,Bath & Body,Personal Care,Closeup,5339,3161,1515,1688,WH-CBE-S01,3,piece,118,INR,True
OID00000438,SKU00438,Daawat Raw Rice 100g,Rice & Staples,Rice,Staples,Daawat,3537,3801,1171,1681,WH-CBE-S01,2,kg,185,INR,True
OID00000439,SKU00439,Closeup Hand Wash Premium,Personal Care,Bath & Body,Personal Care,Closeup,3146,2984,1392,2058,WH-BLR-S02,8,piece,443,INR,True
OID00000440,SKU00440,Sprite Coffee 2kg,Beverages,Soft Drinks,Cold Beverages,Sprite,4447,3514,1206,1454,WH-HYD-S03,2,bottle,431,INR,True
OID00000441,SKU00441,Paper Boat Green Tea 250ml,Beverages,Soft Drinks,Cold Beverages,Paper Boat,3389,4928,1228,1826,WH-CHE-S04,8,bottle,320,INR,True
OID00000442,SKU00442,Aashirvaad Urad Dal 1kg,Pulses,Dal,Staples,Aashirvaad,853,3601,278,829,WH-HYD-S03,7,kg,150,INR,True
OID00000443,SKU00443,Nature Fresh Grapes 250ml,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,2333,4393,717,1634,WH-CBE-S01,9,kg,131,INR,True
OID00000444,SKU00444,Bingo Protein Bar 1kg,Snacks,Chips,Packaged Snacks,Bingo,2504,6026,717,2216,WH-CHE-S04,4,packet,130,INR,True
OID00000445,SKU00445,Real Energy Drink 500g,Beverages,Soft Drinks,Cold Beverages,Real,1961,3641,817,2183,WH-CBE-S01,2,bottle,60,INR,True
OID00000446,SKU00446,Organic Tattva Toor Dal 1L,Pulses,Dal,Staples,Organic Tattva,6560,6423,2764,2950,WH-HYD-S03,10,kg,140,INR,True
OID00000447,SKU00447,Surf Excel Detergent 500ml,Home Care,Cleaning,Household,Surf Excel,1798,3096,803,1949,WH-BLR-S02,10,bottle,191,INR,True
OID00000448,SKU00448,Daawat Jeera Rice 500g,Rice & Staples,Rice,Staples,Daawat,566,4628,198,1104,WH-CHE-S04,2,kg,223,INR,True
OID00000449,SKU00449,Lays Potato Chips 250ml,Snacks,Chips,Packaged Snacks,Lays,5822,3401,1700,2989,WH-HYD-S03,10,packet,142,INR,True
OID00000450,SKU00450,Real Fruit Juice 500g,Beverages,Soft Drinks,Cold Beverages,Real,4161,4137,1837,2639,WH-CHE-S04,7,bottle,127,INR,True
OID00000451,SKU00451,Haldiram Biscuits Premium,Snacks,Chips,Packaged Snacks,Haldiram,2590,2687,880,2150,WH-BLR-S02,2,packet,148,INR,True
OID00000452,SKU00452,Colgate Sanitary Pads 100g,Personal Care,Bath & Body,Personal Care,Colgate,1906,2875,532,938,WH-BLR-S02,7,piece,541,INR,True
OID00000453,SKU00453,Closeup Hand Wash Premium,Personal Care,Bath & Body,Personal Care,Closeup,6733,5253,2338,2951,WH-CBE-S01,7,piece,131,INR,True
OID00000454,SKU00454,Fresh Farm Grapes 250ml,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,4203,3894,1755,2052,WH-HYD-S03,6,kg,224,INR,True
OID00000455,SKU00455,Bru Cola Premium,Beverages,Soft Drinks,Cold Beverages,Bru,3673,6442,1007,2498,WH-BLR-S02,10,bottle,314,INR,True
OID00000456,SKU00456,Lux Body Lotion 1L,Personal Care,Bath & Body,Personal Care,Lux,3209,4151,1010,2155,WH-CBE-S01,7,piece,323,INR,True
OID00000457,SKU00457,Amul Yogurt 200g,Dairy,Milk,Fresh Milk,Amul,3755,4339,1412,2682,WH-CBE-S01,3,packet,381,INR,True
OID00000458,SKU00458,Haldiram Mixture 1L,Snacks,Chips,Packaged Snacks,Haldiram,5259,6282,1992,2647,WH-HYD-S03,10,packet,276,INR,True
OID00000459,SKU00459,India Gate Ponni Rice 2kg,Rice & Staples,Rice,Staples,India Gate,489,3425,134,714,WH-CBE-S01,4,kg,87,INR,True
OID00000460,SKU00460,Fresh Farm Brinjal 200g,Fresh Produce,Vegetables,Vegetables,Fresh Farm,4792,4308,1249,2162,WH-CBE-S01,5,kg,178,INR,True
OID00000461,SKU00461,Daawat Ponni Rice 500g,Rice & Staples,Rice,Staples,Daawat,2326,4497,924,1931,WH-BLR-S02,9,kg,88,INR,False
OID00000462,SKU00462,Haldiram Popcorn 2kg,Snacks,Chips,Packaged Snacks,Haldiram,4127,6872,1836,3043,WH-MUM-S05,8,packet,79,INR,True
OID00000463,SKU00463,Lux Face Cream Family Pack,Personal Care,Bath & Body,Personal Care,Lux,5469,5222,2186,3441,WH-MUM-S05,5,piece,385,INR,True
OID00000464,SKU00464,Britannia Garlic Bread 2kg,Bakery,Bread,Bakery,Britannia,2822,2180,911,1543,WH-CBE-S01,1,packet,292,INR,True
OID00000465,SKU00465,Heritage Cheese 1L,Dairy,Milk,Fresh Milk,Heritage,4143,6464,1479,2586,WH-HYD-S03,1,packet,470,INR,True
OID00000466,SKU00466,Harpic Floor Cleaner Family Pack,Home Care,Cleaning,Household,Harpic,4790,6111,1555,2498,WH-CHE-S04,7,bottle,315,INR,True
OID00000467,SKU00467,Daawat Ponni Rice Family Pack,Rice & Staples,Rice,Staples,Daawat,2454,3013,652,2032,WH-MUM-S05,5,kg,117,INR,True
OID00000468,SKU00468,Mamaearth Body Lotion 500g,Personal Care,Bath & Body,Personal Care,Mamaearth,3682,2045,1058,1298,WH-HYD-S03,2,piece,496,INR,True
OID00000469,SKU00469,Tata Tea Energy Drink Family Pack,Beverages,Soft Drinks,Cold Beverages,Tata Tea,2926,4914,742,943,WH-CBE-S01,3,bottle,72,INR,True
OID00000470,SKU00470,Milky Mist Milk 1kg,Dairy,Milk,Fresh Milk,Milky Mist,2207,2742,591,721,WH-HYD-S03,7,packet,349,INR,True
OID00000471,SKU00471,24 Mantra Chana Dal 500g,Pulses,Dal,Staples,24 Mantra,6009,3557,2453,3229,WH-CBE-S01,5,kg,160,INR,True
OID00000472,SKU00472,Aashirvaad Moong Dal 1kg,Pulses,Dal,Staples,Aashirvaad,2348,1594,970,1095,WH-CHE-S04,8,kg,123,INR,True
OID00000473,SKU00473,Fresh Farm Guava 1kg,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,6323,6449,2555,3722,WH-CHE-S04,7,kg,199,INR,True
OID00000474,SKU00474,Aavin Lassi 2kg,Dairy,Milk,Fresh Milk,Aavin,4567,4953,1253,2338,WH-BLR-S02,6,packet,83,INR,True
OID00000475,SKU00475,Britannia Croissant 2kg,Bakery,Bread,Bakery,Britannia,5484,2662,1847,1977,WH-MUM-S05,2,packet,227,INR,True
OID00000476,SKU00476,Fresh Farm Kiwi 250ml,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,6718,4562,2607,3928,WH-CBE-S01,4,kg,120,INR,True
OID00000477,SKU00477,Surf Excel Air Freshener Family Pack,Home Care,Cleaning,Household,Surf Excel,791,2257,207,1627,WH-CBE-S01,3,bottle,559,INR,True
OID00000478,SKU00478,Mamaearth Hand Wash 500ml,Personal Care,Bath & Body,Personal Care,Mamaearth,6898,3536,2954,3449,WH-HYD-S03,3,piece,286,INR,True
OID00000479,SKU00479,Organic Tattva Chana Dal Premium,Pulses,Dal,Staples,Organic Tattva,4879,3387,1507,2610,WH-BLR-S02,9,kg,149,INR,True
OID00000480,SKU00480,24 Mantra Masoor Dal 1L,Pulses,Dal,Staples,24 Mantra,4842,3186,1365,2552,WH-HYD-S03,5,kg,198,INR,True
OID00000481,SKU00481,Nature Fresh Watermelon 250ml,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,3405,4026,1350,1488,WH-MUM-S05,4,kg,204,INR,True
OID00000482,SKU00482,Mamaearth Sanitary Pads Family Pack,Personal Care,Bath & Body,Personal Care,Mamaearth,1855,4912,658,1776,WH-BLR-S02,10,piece,319,INR,True
OID00000483,SKU00483,Lays Banana Chips 500g,Snacks,Chips,Packaged Snacks,Lays,4586,5359,1750,1939,WH-BLR-S02,1,packet,113,INR,True
OID00000484,SKU00484,Britannia Brown Bread 1L,Bakery,Bread,Bakery,Britannia,4977,5472,1883,2778,WH-MUM-S05,10,packet,156,INR,False
OID00000485,SKU00485,Harvest White Bread 1L,Bakery,Bread,Bakery,Harvest,407,3389,177,704,WH-CBE-S01,8,packet,56,INR,True
OID00000486,SKU00486,Daawat Raw Rice 100g,Rice & Staples,Rice,Staples,Daawat,777,3132,322,966,WH-CBE-S01,5,kg,64,INR,True
OID00000487,SKU00487,Dove Shampoo 1kg,Personal Care,Bath & Body,Personal Care,Dove,6240,3513,1848,2737,WH-MUM-S05,4,piece,613,INR,True
OID00000488,SKU00488,Milky Mist Curd 1L,Dairy,Milk,Fresh Milk,Milky Mist,6577,6079,2484,3317,WH-CHE-S04,2,packet,200,INR,True
OID00000489,SKU00489,Colgate Hand Wash 250ml,Personal Care,Bath & Body,Personal Care,Colgate,5686,4743,1601,2929,WH-HYD-S03,9,piece,362,INR,True
OID00000490,SKU00490,Aashirvaad Idli Rice Family Pack,Rice & Staples,Rice,Staples,Aashirvaad,6246,4863,1965,2557,WH-BLR-S02,7,kg,241,INR,True
OID00000491,SKU00491,Bru Green Tea 100g,Beverages,Soft Drinks,Cold Beverages,Bru,3965,4826,1752,1852,WH-HYD-S03,10,bottle,28,INR,True
OID00000492,SKU00492,Coca-Cola Fruit Juice 2kg,Beverages,Soft Drinks,Cold Beverages,Coca-Cola,2117,1452,620,1364,WH-MUM-S05,9,bottle,304,INR,True
OID00000493,SKU00493,Harpic Floor Cleaner 2kg,Home Care,Cleaning,Household,Harpic,609,1193,208,627,WH-HYD-S03,10,bottle,315,INR,True
OID00000494,SKU00494,Pepsi Mango Drink 200g,Beverages,Soft Drinks,Cold Beverages,Pepsi,3575,4852,1300,1845,WH-HYD-S03,8,bottle,108,INR,True
OID00000495,SKU00495,Lizol Fabric Conditioner 200g,Home Care,Cleaning,Household,Lizol,5561,4566,1724,3004,WH-CBE-S01,6,bottle,416,INR,True
OID00000496,SKU00496,Daawat Basmati Rice Premium,Rice & Staples,Rice,Staples,Daawat,6611,6867,1952,3388,WH-CBE-S01,7,kg,58,INR,True
OID00000497,SKU00497,FarmPick Watermelon 1kg,Fresh Produce,Fruits,Fresh Fruits,FarmPick,4927,5365,1379,2507,WH-BLR-S02,1,kg,241,INR,True
